SCHUL_KND_SC_NM,ORG_RDNMA,ORG_RDNDA
초등학교,서울특별시 구로구 고척로 213,(고척동/덕의초등학교)
초등학교,서울특별시 영등포구 신길로23길 43,(신길동/대영초등학교)
초등학교,서울특별시 영등포구 여의대방로35길 14,(신길동)
초등학교,서울특별시 영등포구 대림로21길 6,/ 서울대동초등학교 (대림동)
초등학교,서울특별시 영등포구 대방천로 206,/ 서울대길초등학교 (신길동)
초등학교,서울특별시 영등포구 선유로 131,/ 서울당중초등학교 (양평동3가)
초등학교,서울특별시 영등포구 당산로 187,/ 서울당서초등학교 (당산동5가)
초등학교,서울특별시 영등포구 선유로55길 32,/ 서울당산초등학교 (양평동4가)
초등학교,서울특별시 금천구 탑골로5길 60,(시흥동)
초등학교,서울특별시 금천구 시흥대로24길 57,"(시흥동, 서울금산초등학교)"
초등학교,서울특별시 금천구 금하로30길 53,/ 서울금동초등학교 (시흥동)
초등학교,서울특별시 구로구 구일로 68,(구로동/구일초등학교)
초등학교,서울특별시 구로구 구로중앙로27나길 9,/ 구로동443 (구로동)
초등학교,서울특별시 구로구 디지털로27길 76,(구로동/구로남초등학교)
초등학교,서울특별시 구로구 경서로 31,(고척동)
초등학교,서울특별시 구로구 경인로46길 13,(고척동/ 서울고원초등학교)
초등학교,서울특별시 구로구 중앙로 6,(고척동/ 고산초등학교)
초등학교,서울특별시 구로구 개봉로11길 98,(개봉동/개웅초등학교)
초등학교,서울특별시 구로구 개봉로16길 30-11,(개봉동)
초등학교,서울특별시 구로구 개봉로1다길 16-9,(개봉동/개명초등학교)
초등학교,서울특별시 금천구 남부순환로 1304-11,/ 서울가산초등학교 (독산동)
초등학교,서울특별시 금천구 탑골로10길 45,/ 동광초등학교 (시흥동)
초등학교,서울특별시 은평구 통일로 650,/ 서울어울초등학교 (녹번동)
초등학교,서울특별시 서대문구 모래내로15길 61,(남가좌동)
방송통신중학교,서울특별시 마포구 마포대로 247,/ 아현중학교 내 아현방송통신중학교 (아현동)
중학교,서울특별시 서대문구 수색로 100-75,(북가좌동/ 가재울중학교)
초등학교,서울특별시 은평구 진관3로 73-17,(진관동)
초등학교,서울특별시 마포구 월드컵북로 502-14,/ 서울하늘초등학교 (상암동)
초등학교,서울특별시 은평구 불광로14길 10-10,(불광동)
중학교,서울특별시 마포구 성미산로 51,(성산동)
중학교,서울특별시 서대문구 연희로41길 94,(홍은동)
중학교,서울특별시 서대문구 북아현로1길 24,(북아현동/한성중학교)
중학교,서울특별시 은평구 가좌로5길 5,(응암동)
중학교,서울특별시 마포구 백범로1길 56,(노고산동)
중학교,서울특별시 은평구 진관4로 36,(진관동)
중학교,서울특별시 은평구 증산로5길 27-30,/ 증산중학교 (증산동)
중학교,서울특별시 서대문구 북아현로11가길 7,(북아현동/ 중앙여자중학교)
중학교,서울특별시 마포구 월드컵북로38길 25,(중동/중암중학교)
중학교,서울특별시 서대문구 연희로37안길 51,/ 정원여자중학교 (홍은동)
중학교,서울특별시 서대문구 경기대로 65,(충정로2가/인창중학교)
중학교,서울특별시 서대문구 세검정로4길,/ 69 (홍제동)
중학교,서울특별시 서대문구 성산로 520,(대신동)
중학교,서울특별시 은평구 갈현로17나길 12-1,(구산동)
중학교,서울특별시 은평구 연서로 117,(구산동)
중학교,서울특별시 은평구 백련산로 134-6,/ 영락중학교 (응암동)
중학교,서울특별시 서대문구 증가로 170,(남가좌동)
중학교,서울특별시 은평구 연서로41길 30,(불광동)
중학교,서울특별시 은평구 연서로33길 16-32,(연신중학교/ 불광동)
중학교,서울특별시 은평구 증산서길 125-6,(증산동/연서중학교)
중학교,서울특별시 서대문구 연희로36길 32,(연희동/연북중학교)
중학교,서울특별시 마포구 마포대로 247,(아현동/아현중학교)
중학교,서울특별시 서대문구 모래내로 408,(연희동)
중학교,서울특별시 마포구 신수로 49,/ 신수중학교 (신수동)
중학교,서울특별시 은평구 진관1로 77-30,(진관동)
중학교,서울특별시 은평구 은평터널로7길 6,(신사동)
중학교,서울특별시 마포구 숭문길 99,/ 숭문중고등학교 (대흥동)
중학교,서울특별시 마포구 성산로4길 42,(성산동)
중학교,서울특별시 마포구 성지1길 32-13,(합정동)
중학교,서울특별시 마포구 모래내로9길 16,/ 성사중학교 (성산동)
중학교,서울특별시 은평구 서오릉로20길 19,/ 선정중학교 (갈현동)
중학교,서울특별시 은평구 갈현로29길 27,/ 선일여자중학교 (갈현동)
중학교,서울특별시 마포구 백범로25길 34,/ 서울여자중학교 (염리동)
중학교,서울특별시 서대문구 연희로11마길 9-6,(연희동)
중학교,서울특별시 마포구 상암산로1길 26,(상암동)
중학교,서울특별시 은평구 증산로15길 61,(신사동)
중학교,서울특별시 은평구 불광로 180,/ 불광중학교 (불광동)
중학교,서울특별시 서대문구 명지2길 56,(홍은동)
중학교,서울특별시 서대문구 독립문로 49,(천연동)
중학교,서울특별시 마포구 백범로 139,동도중학교
중학교,서울특별시 은평구 가좌로 400,(신사동)
중학교,서울특별시 은평구 갈현로29길 51-24,/ 대성중학교 (갈현동)
중학교,서울특별시 은평구 갈현로15길 20-23,(구산동/구산중학교)
중학교,서울 마포구 신수로8길 20,(신수동/광성중고등학교)
중학교,서울특별시 마포구 성미산로 111,/ 경성중학교 (연남동/경성중고등학교)
초등학교,서울특별시 마포구 성미산로 51,(성산동)
초등학교,서울특별시 은평구 가좌로5길 5,(응암동)
초등학교,서울특별시 서대문구 북아현로11가길 7,(북아현동/추계초등학교)
초등학교,서울특별시 서대문구 성산로 512-39,(대신동/이화여대부속초등학교)
초등학교,서울특별시 은평구 연서로 117,/ 예일초등학교 (구산동)
초등학교,서울특별시 은평구 갈현로29길 27,/ 선일초등학교 (갈현동)
초등학교,서울특별시 서대문구 홍은중앙로 13,/ 서울홍제초등학교 (홍은동)
초등학교,서울특별시 서대문구 세검정로 105,/ 홍제동/서울홍은초등학교 (홍제동)
초등학교,서울특별시 서대문구 백련사길 55,/ 서울홍연초등학교 (홍은동)
초등학교,서울특별시 마포구 대흥로24바길 27,/ 서울한서초 (염리동)
초등학교,서울특별시 마포구 백범로1길 56,/ 서울창천초등학교 (노고산동)
초등학교,서울특별시 서대문구 연세로5나길 30-3,(창천동/ 서울창서초등학교)
초등학교,서울특별시 은평구 진관4로 78-16,(진관동/진관초등학교)
초등학교,서울특별시 은평구 증산서길 61,(증산동)
초등학교,서울특별시 마포구 월드컵북로 152,(성산동)
초등학교,서울특별시 서대문구 세무서길 33-9,(홍제동/서울인왕초등학교)
초등학교,서울특별시 은평구 가좌로6길 20,/ 서울응암초등학교 (응암동)
초등학교,서울특별시 은평구 은평로 239,(녹번동)
초등학교,서울특별시 은평구 진관1로 21-20,/ 은진초등학교 (진관동)
초등학교,서울특별시 은평구 은평로4길 21-9,/ 서울은명초등학교 (응암동)
초등학교,서울특별시 마포구 백범로17길 9,(대흥동)
초등학교,서울특별시 마포구 토정로37길 37,/ 서울염리초등학교 (염리동)
초등학교,서울특별시 서대문구 연희로 136,(연희동/ 서울연희초등학교)
초등학교,서울특별시 은평구 연서로34길 22,/ 연천초등학교 (불광동)
초등학교,서울특별시 은평구 백련산로2길 35,/ 서울연은초등학교 (응암동)
초등학교,서울특별시 은평구 연서로 347,(불광동)
초등학교,서울특별시 은평구 연서로35길 37,/ 서울연광초등학교 (불광동)
초등학교,서울특별시 서대문구 증가로12가길 49-50,/ 연가초등학교 (남가좌동)
초등학교,서울특별시 은평구 은평로3길 25,/ 서울역촌초등학교 (역촌동/서울역촌초등학교)
초등학교,서울특별시 서대문구 통일로 321,(홍제동)
초등학교,서울특별시 마포구 굴레방로 6,(아현동)
초등학교,서울특별시 마포구 대흥로 33,/ 서울신석초등학교 (신수동)
초등학교,서울특별시 은평구 가좌로 275-2,/ 서울신사초등학교 (신사동)
초등학교,서울특별시 마포구 월드컵북로38길 26,/ 서울신북초등학교 (중동)
초등학교,서울특별시 은평구 진관1로 77-23,/ 서울신도초등학교 (진관동)
초등학교,서울특별시 은평구 수색로16길 21,(수색동)
초등학교,서울특별시 마포구 마포대로24길 42,(아현동/소의초등학교)
초등학교,서울특별시 마포구 월드컵로36길 34,(성산동)
초등학교,서울특별시 마포구 성미산로7길 24,(성산동)
초등학교,서울특별시 마포구 양화로3길 94,/ 서울성산초등학교 (합정동)
초등학교,서울특별시 은평구 은평터널로 150,(신사동)
초등학교,서울특별시 마포구 와우산로23길 20-27,(서교동)
초등학교,서울특별시 마포구 독막로 113,(상수동/서강초등학교)
초등학교,서울특별시 마포구 월드컵로42길 30,/ 서울상지초등학교 (상암동)
초등학교,서울특별시 마포구 월드컵북로 353,(상암동/상암초등학교)
초등학교,서울특별시 은평구 가좌로 361,(신사동)
초등학교,서울특별시 은평구 불광로 51,/ 서울불광초등학교 (불광동)
초등학교,서울특별시 은평구 대서문길 42-3,/ 서울북한산초등학교 (진관동)
초등학교,서울특별시 서대문구 북아현로1나길 22,(북아현동/ 북성초등학교)
초등학교,서울특별시 서대문구 거북골로19길 20,(북가좌동/ 서울북가좌초등학교)
초등학교,서울특별시 서대문구 충정로 52,(미근동/ 서울미동초등학교)
초등학교,서울특별시 마포구 방울내로5길 28,(망원동/ 망원초등학교)
초등학교,서울특별시 마포구 도화2길 64,/ 서울 마포초등학교 (도화동)
초등학교,서울특별시 마포구 월드컵로25길 86,/ 동교초등학교 (망원동)
초등학교,서울특별시 은평구 연서로18길 17,(대조동)
초등학교,서울특별시 은평구 통일로69길 12-15,/ 서울대은초등학교 (대조동)
초등학교,서울특별시 서대문구 이화여대2길 27,(대현동/ 서울대신초등학교)
초등학교,서울특별시 은평구 녹번로1길 1,(녹번동/ 서울녹번초등학교)
초등학교,서울특별시 서대문구 통일로 165,(천연동/서울금화초등학교)
초등학교,서울특별시 은평구 갈현로15길 51,(구산동/구현초등학교)
초등학교,서울특별시 은평구 서오릉로15길 16,(구산동/ 구산초등학교)
초등학교,서울특별시 마포구 만리재옛길 13,(공덕동/ 공덕초등학교)
초등학교,서울특별시 서대문구 모래내로 441,(홍제동/ 서울고은초등학교)
초등학교,서울특별시 은평구 연서로29길 31,/ 갈현초등학교 (갈현동)
초등학교,서울특별시 서대문구 명지2길 32-20,(홍은동)
초등학교,서울특별시 서대문구 경기대로9길 10,(충정로2가/경기초등학교)
중학교,서울특별시 중랑구 양원역로 67,(망우본동
초등학교,서울특별시 중랑구 양원역로 95,(망우동/ 서울양원숲초등학교)
초등학교,서울특별시 중랑구 신내역로1길 164,(신내동/서울새솔초등학교)
초등학교,서울특별시 동대문구 회기로10길 63,/ 서울삼육초등학교 (회기동)
중학교,서울특별시 동대문구 망우로18나길 20,(휘경동/휘경중학교)
중학교,서울특별시 동대문구 한천로 247,/ 휘경여자중학교 (휘경동)
중학교,서울특별시 중랑구 봉우재로58길 39,(망우동/혜원여자중고등학교)
중학교,서울특별시 중랑구 공릉로2길 60-25,(묵동)
중학교,서울특별시 동대문구 왕산로 301,(청량리동)
중학교,서울특별시 중랑구 용마산로 364,(면목동/중화중학교)
중학교,서울특별시 중랑구 동일로140길 33,/ 중랑중학교 (중화동)
중학교,서울특별시 동대문구 홍릉로15길 50,/ 정화여자중학교 (제기동)
중학교,서울특별시 동대문구 사가정로13길 67,/ 전일중학교 (전농동)
중학교,서울특별시 동대문구 장안벚꽃로 291,(휘경동/전동중학교)
중학교,서울특별시 동대문구 사가정로13길 71,(전농동/전농중학교)
중학교,서울특별시 동대문구 답십리로72길 158,/ 장평중학교 (장안동)
중학교,서울특별시 중랑구 동일로 780,/ 장안중학교 (중화동)
중학교,서울특별시 중랑구 신내로23길 57,/ 원묵중학교 (묵동)
중학교,서울특별시 중랑구 면목로28길 18,/ 용마중학교 (면목동)
중학교,서울특별시 중랑구 망우로73길 56,(망우동)
중학교,서울특별시 중랑구 봉화산로 162,/ 신현중학교 (상봉동)
중학교,서울특별시 동대문구 천호대로47길 34,(답십리동/ 숭인중학교)
중학교,서울특별시 동대문구 왕산로23길 55,(제기동)
중학교,서울특별시 중랑구 상봉중앙로8나길 28,(상봉동)
중학교,서울특별시 중랑구 망우로70길 89,(망우동/봉화중학교)
중학교,서울특별시 중랑구 용마산로70길 37,/ 면목중학교 (면목동)
중학교,서울특별시 중랑구 양원역로 32,(망우동/ 동원중학교)
중학교,서울특별시 동대문구 사가정로 59,/ 동대문중학교 (전농동)
중학교,서울특별시 동대문구 장안벚꽃로 201,(장안동)
중학교,서울특별시 동대문구 안암로 6,(신설동)
중학교,서울특별시 동대문구 경희대로 26,/ 경희중학교 (회기동)
중학교,서울특별시 동대문구 경희대로 26,(회기동)
초등학교,서울특별시 동대문구 장안벚꽃로 205,(장안동/ 은석초등학교)
초등학교,서울특별시 동대문구 장안벚꽃로 309,(휘경동/서울휘봉초등학교)
초등학교,서울특별시 동대문구 망우로6길 48,(휘경동/ 서울휘경초등학교)
초등학교,서울특별시 동대문구 고산자로 518,(제기동)
초등학교,서울특별시 동대문구 회기로 90,(청량리동)
초등학교,서울특별시 동대문구 회기로25길 31,(회기동/서울청량초등학교)
초등학교,서울특별시 중랑구 봉화산로 82,/ 서울중흥초등학교 (중화동)
초등학교,서울특별시 중랑구 신내로7가길 22,/ 서울중화초등학교 (신내동)
초등학교,서울특별시 중랑구 동일로 665,/ 서울중목초등학교 (면목동)
초등학교,서울특별시 중랑구 봉우재로6길 26,(면목동/중랑초등학교)
초등학교,서울특별시 중랑구 면목로23길 20,(면목동/중곡초등학교)
초등학교,서울특별시 동대문구 무학로44길 25,(제기동)
초등학교,서울특별시 동대문구 전농로16길 61,/ 서울전동초등학교 (전농동)
초등학교,서울특별시 동대문구 사가정로 66,/ 서울전농초등학교 (전농동)
초등학교,서울특별시 동대문구 전농로 172,(전농동)
초등학교,서울특별시 동대문구 답십리로,", 69길 27 (전농동)"
초등학교,서울특별시 동대문구 신이문로 16,(이문동/ 서울이문초등학교)
초등학교,서울특별시 중랑구 숙선옹주로 109,/ 서울원묵초등학교 (묵동)
초등학교,서울특별시 동대문구 천호대로13길 43,(용두동)
초등학교,서울특별시 동대문구 장한로14길 61,/ 서울안평초등학교 (장안동)
초등학교,서울특별시 중랑구 봉화산로 188,(신내동)
초등학교,서울특별시 중랑구 동일로149길 46,(묵동/신묵초등학교)
초등학교,서울특별시 동대문구 천호대로 177,(답십리동/서울신답초등학교)
초등학교,서울특별시 중랑구 용마산로125나길 22,(신내동/신내초등학교)
초등학교,서울특별시 중랑구 동일로126가길 11,/ 서울상봉초등학교 (상봉동)
초등학교,서울특별시 중랑구 신내로15길 110,(신내동/봉화초등학교)
초등학교,서울특별시 동대문구 사가정로 193,/ 배봉초등학교 (전농동)
초등학교,서울특별시 중랑구 동일로157길 75,/ 묵현초등학교
초등학교,서울특별시 중랑구 동일로138길 27,/ 서울묵동초등학교 (중화동)
초등학교,서울특별시 중랑구 용마산로70길 43,", 서울면중초등학교 (면목동)"
초등학교,서울특별시 중랑구 용마산로100길 13,/ 면일초등학교 (망우동)
초등학교,서울특별시 중랑구 용마공원로5길 32,/ 서울면북초등학교 (망우동)
초등학교,서울특별시 중랑구 면목로 434,(면목동)
초등학교,서울특별시 중랑구 면목로57길 32,(면목동/ 면동초등학교)
초등학교,서울특별시 중랑구 면목로30나길 38,(면목동/면남초등학교)
초등학교,서울특별시 중랑구 망우로72길 49,/ 서울망우초등학교 (망우동)
초등학교,서울특별시 중랑구 송림길 114,/ 서울동원초등학교 (망우동)
초등학교,서울특별시 동대문구 답십리로60길 12,(답십리동/서울동답초등학교)
초등학교,서울특별시 동대문구 전농로3길 23,/ 서울답십리초등학교 (답십리동)
초등학교,서울특별시 동대문구 한천로6길 21,/ 서울군자초등학교 (장안동)
초등학교,서울특별시 중랑구 신내로21길 55,/ 금성초등학교 (신내동)
초등학교,서울특별시 동대문구 경희대로 26,/ 경희초등학교 (회기동/ 경희대학교)
고등학교,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교
고등학교,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교
고등학교,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교
고등학교,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교
고등학교,서울특별시 광진구 광나루로36길 47,동국대학교사범대학부속가람고등학교
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로47길 9,"(방화동,서울디지털콘텐츠고등학교)"
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
고등학교,서울특별시 강서구 방화대로34길 13,(방화동)
각종학교(고),서울특별시 성동구 왕십리로 199,(행당동)
각종학교(고),서울특별시 성동구 왕십리로 199,(행당동)
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 동대문구 겸재로 21,", 서울반도체고등학교 (휘경동)"
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
